,SampleID,PlotName,Site,TrapName,Species,BiomassSum,Year,N,N_dec,P,P_dec,K,Mg,Ca,C,C_dec,Qty_C,Qty_N,Qty_P,Molar_C,Molar_N,Molar_P,CNRatio,CPRatio,NPRatio
200,DP_A13_BEPA,Dunphys Pond+A13,DP,A13,BEPA,7.282096962,2016,1.96,0.0196,0.136,0.00136,1.5,0.27,0.49,48.74,0.4874,0.008847798,0.0003558,2.47E-05,0.00073666,2.54E-05,7.97E-07,28.99993076,924.2133851,31.86950317
201,DP_C4_BEPA,Dunphys Pond+C4,DP,C4,BEPA,3.59764446,2016,2.26,0.0226,0.169,0.00169,1.76,0.32,0.67,49.77,0.4977,0.004463536,0.000202684,1.52E-05,0.00037163,1.45E-05,4.89E-07,25.68187389,759.4629181,29.57194328
202,DP_C8_BEPA,Dunphys Pond+C8,DP,C8,BEPA,913.6645468,2016,1.89,0.0189,0.119,0.00119,1.26,0.31,0.64,49.76,0.4976,1.133340343,0.04304689,0.00271036,0.09436089,0.003073307,8.75E-05,30.70337203,1078.348275,35.12149329
203,DP_F13_BEPA,Dunphys Pond+F13,DP,F13,BEPA,5.456307182,2016,1.18,0.0118,0.11,0.0011,1.04,0.12,0.26,51.01,0.5101,0.006938208,0.0001605,1.50E-05,0.000577669,1.15E-05,4.83E-07,50.41280049,1195.881854,23.72178974
204,DP_F3_BEPA ,Dunphys Pond+F3,DP,F3,BEPA,222.4956912,2016,1.37,0.0137,0.108,0.00108,1.42,0.15,0.34,50.68,0.5068,0.281093896,0.007598631,0.000599016,0.023403623,0.0005425,1.93E-05,43.14033831,1210.148002,28.05142588
205,DP_F5_BEPA ,Dunphys Pond+F5,DP,F5,BEPA,209.6879744,2016,2.04,0.0204,0.127,0.00127,1.12,0.18,0.41,50.97,0.5097,0.266428918,0.010663429,0.000663851,0.02218263,0.000761309,2.14E-05,29.13747901,1034.990945,35.52095034
206,DP_F7_BEPA ,Dunphys Pond+F7,DP,F7,BEPA,13.22764811,2016,1.72,0.0172,0.127,0.00127,1.34,0.15,0.41,50.61,0.5061,0.016688303,0.000567158,4.19E-05,0.001389453,4.05E-05,1.35E-06,34.31432007,1027.680826,29.94903656
207,DP_F9_BEPA,Dunphys Pond+F9,DP,F9,BEPA,7.701247149,2016,2.1,0.021,0.143,0.00143,1.29,0.15,0.36,50.03,0.5003,0.009604721,0.000403156,2.75E-05,0.00079968,2.88E-05,8.86E-07,27.78297292,902.2358984,32.47441881
208,DP_I10_BEPA ,Dunphys Pond+I10,DP,I10,BEPA,7.073291614,2016,1.98,0.0198,0.124,0.00124,1.66,0.11,0.16,50.54,0.5054,0.008911483,0.000349124,2.19E-05,0.000741962,2.49E-05,7.06E-07,29.76717049,1051.088271,35.31031852
209,DP_I2_BEPA,Dunphys Pond+I2,DP,I2,BEPA,119.3147382,2016,0.84,0.0084,0.049,0.00049,0.47,0.07,0.26,51.41,0.5141,0.152909652,0.002498427,0.000145742,0.012731119,0.000178374,4.71E-06,71.37330791,2705.684548,37.90891339
210,DP_I4_BEPA,Dunphys Pond+I4,DP,I4,BEPA,82.28867597,2016,1.73,0.0173,0.15,0.0015,1.71,0.2,0.45,50.42,0.5042,0.103427522,0.003548782,0.000307698,0.008611282,0.000253363,9.93E-06,33.98789326,866.8365596,25.50427451
211,DP_I6_BEPA,Dunphys Pond+I6,DP,I6,BEPA,2.884652855,2016,1.17,0.0117,0.102,0.00102,1.19,0.11,0.25,49.98,0.4998,0.003594041,8.41E-05,7.33E-06,0.000299237,6.01E-06,2.37E-07,49.8170375,1263.635207,25.36552293
212,DP_I8_BEPA,Dunphys Pond+I8,DP,I8,BEPA,1.110282405,2016,1.19,0.0119,0.148,0.00148,1.34,0.16,0.4,50.66,0.5066,0.001402142,3.29E-05,4.10E-06,0.000116741,2.35E-06,1.32E-07,49.64616788,882.7324818,17.7804757
213,DP_L4_BEPA,Dunphys Pond+L4,DP,L4,BEPA,6.025294157,2016,2.13,0.0213,0.354,0.00354,3.45,0.2,0.6,50.14,0.5014,0.007531054,0.000319927,5.32E-05,0.000627029,2.28E-05,1.72E-06,27.45188897,365.2638607,13.30560025
214,DP_L6_BEPA ,Dunphys Pond+L6,DP,L6,BEPA,86.99957949,2016,1.23,0.0123,0.164,0.00164,1.23,0.14,0.33,50.37,0.5037,0.109240155,0.002667568,0.000355676,0.009095236,0.000190449,1.15E-05,47.75670413,792.0520828,16.58514961
215,DP_N3_BEPA,Dunphys Pond+N3,DP,N3,BEPA,185.9307019,2016,1.38,0.0138,0.116,0.00116,0.81,0.2,0.35,51.01,0.5101,0.236428396,0.00639622,0.000537653,0.019684814,0.000456654,1.74E-05,43.10659752,1134.025896,26.30747869
216,DP_N5_BEPA,Dunphys Pond+N5,DP,N5,BEPA,2.526956123,2016,2.02,0.0202,0.152,0.00152,1.69,0.22,0.32,50.47,0.5047,0.003179247,0.000127245,9.57E-06,0.000264701,9.08E-06,3.09E-07,29.13730921,856.2791205,29.38772123
217,DP_N9_BEPA,Dunphys Pond+N9,DP,N9,BEPA,65.8190537,2016,1.76,0.0176,0.164,0.00164,1.28,0.15,0.22,50.77,0.5077,0.083301343,0.002887736,0.000269085,0.006935594,0.000206168,8.69E-06,33.64046599,798.3419544,23.73159619
218,TN_A1_BEPA ,TNNP North+A1,TN,A1,BEPA,6.846991995,2016,2.44,0.0244,0.181,0.00181,1.61,0.15,0.34,50.74,0.5074,0.00866051,0.000416469,3.09E-05,0.000721066,2.97E-05,9.97E-07,24.25091582,722.9321276,29.81050832
219,TN_A13_BEPA,TNNP North+A13,TN,A13,BEPA,33.48746975,2016,1.74,0.0174,0.151,0.00151,1.83,0.16,0.28,49.62,0.4962,0.041422118,0.001452529,0.000126053,0.003448768,0.000103702,4.07E-06,33.25638346,847.4331527,25.48181926
220,TN_C10_BEPA ,TNNP North+C10,TN,C10,BEPA,375.8657732,2016,1.86,0.0186,0.179,0.00179,1.32,0.33,0.89,49.73,0.4973,0.4659555,0.017427654,0.001677177,0.038795033,0.001244237,5.41E-05,31.17977827,716.4585434,22.97830784
221,TN_C14_BEPA,TNNP North+C14,TN,C14,BEPA,3.043632975,2016,0.96,0.0096,0.094,0.00094,0.9,0.13,0.19,51.46,0.5146,0.003904409,7.28E-05,7.13E-06,0.000325078,5.20E-06,2.30E-07,62.51238323,1411.781757,22.58403351
222,TN_E1_BEPA,TNNP North+E1,TN,E1,BEPA,3.600462735,2016,1.93,0.0193,0.212,0.00212,1.54,0.32,0.69,49.84,0.4984,0.004473316,0.000173224,1.90E-05,0.000372444,1.24E-05,6.14E-07,30.115372,606.2724173,20.13165959
223,TN_F11_BEPA,TNNP North+F11,TN,F11,BEPA,24.085095,2016,1.57,0.0157,0.208,0.00208,1.1,0.24,0.57,50.39,0.5039,0.030254218,0.00094263,0.000124883,0.002518939,6.73E-05,4.03E-06,37.42934381,624.7505698,16.69146467
224,TN_F13_BEPA,TNNP North+F13,TN,F13,BEPA,3.590789621,2016,1.75,0.0175,0.113,0.00113,1.2,0.17,0.29,50.54,0.5054,0.004523956,0.000156647,1.01E-05,0.000376661,1.12E-05,3.27E-07,33.67942718,1153.406598,34.24662161
225,TN_F3_BEPA ,TNNP North+F3,TN,F3,BEPA,12.06428773,2016,1.4,0.014,0.179,0.00179,1.12,0.26,0.37,51.43,0.5143,0.01546719,0.00042104,5.38E-05,0.001287784,3.01E-05,1.74E-06,42.84064453,740.9503898,17.29550052
226,TN_F9_BEPA,TNNP North+F9,TN,F9,BEPA,9.723770448,2016,2.53,0.0253,0.223,0.00223,1.42,0.23,0.36,50.18,0.5018,0.0121635,0.000613265,5.41E-05,0.001012722,4.38E-05,1.75E-06,23.13010708,580.2984779,25.08844754
227,TN_G14_BEPA,TNNP North+G14,TN,G14,BEPA,241.8056883,2016,1.85,0.0185,0.223,0.00223,1.49,0.31,0.47,50.44,0.5044,0.30404285,0.011151453,0.001344202,0.025314332,0.000796151,4.34E-05,31.79588057,583.3052058,18.34530749
228,TN_I10_BEPA,TNNP North+I10,TN,I10,BEPA,20.63736123,2016,1.36,0.0136,0.147,0.00147,0.61,0.12,0.44,50.95,0.5095,0.026211481,0.000699659,7.56E-05,0.002182344,5.00E-05,2.44E-06,43.68906873,893.8249867,20.45877865
229,TN_L14_BEPA,TNNP North+L14,TN,L14,BEPA,9.624294893,2016,2.66,0.0266,0.231,0.00231,1.33,0.17,0.42,50.13,0.5013,0.01202707,0.000638181,5.54E-05,0.001001363,4.56E-05,1.79E-06,21.97776754,559.6433689,25.46406808
230,TN_N11_BEPA,TNNP North+N11,TN,N11,BEPA,200.5059589,2016,1.57,0.0157,0.171,0.00171,1.27,0.27,0.35,50.39,0.5039,0.251863275,0.007847298,0.000854706,0.020969908,0.000560253,2.76E-05,37.42934381,759.9305177,20.30306813
231,TN_N7_BEPA,TNNP North+N7,TN,N7,BEPA,10.91336198,2016,2.47,0.0247,0.17,0.0017,2.62,0.17,0.19,50.51,0.5051,0.013741341,0.000671968,4.62E-05,0.001144092,4.80E-05,1.49E-06,23.84777814,766.2210601,32.12966238
232,TN_N9_BEPA,TNNP North+N9,TN,N9,BEPA,206.2594335,2016,1.72,0.0172,0.143,0.00143,0.95,0.16,0.35,50.28,0.5028,0.258524849,0.00884373,0.000735264,0.021524545,0.000631393,2.37E-05,34.09057524,906.7443728,26.59809541
233,UNI_A1_BEPA ,Unicorn+A1,UNI,A1,BEPA,2.57042882,2016,1.23,0.0123,0.086,0.00086,1.27,0.15,0.33,51.53,0.5153,0.003301862,7.88E-05,5.51E-06,0.00027491,5.63E-06,1.78E-07,48.85652102,1545.209355,31.6274946
234,UNI_A11_BEPA ,Unicorn+A11,UNI,A11,BEPA,101.6626189,2016,1.63,0.0163,0.159,0.00159,1.3,0.21,0.53,50.46,0.5046,0.127879739,0.004130875,0.00040295,0.010647151,0.000294921,1.30E-05,36.10165813,818.4191059,22.6698481
235,UNI_A13_BEPA,Unicorn+A13,UNI,A13,BEPA,2.39685278,2016,2.55,0.0255,0.208,0.00208,1.52,0.24,0.67,49.97,0.4997,0.002985684,0.000152361,1.24E-05,0.000248585,1.09E-05,4.01E-07,22.8526557,619.5432819,27.1103407
236,UNI_A3_BEPA,Unicorn+A3,UNI,A3,BEPA,100.3657281,2016,1.34,0.0134,0.134,0.00134,1.29,0.18,0.4,50.68,0.5068,0.126798831,0.003352613,0.000335261,0.010557156,0.000239358,1.08E-05,44.10616678,975.3431661,22.11353281
237,UNI_A7_BEPA ,Unicorn+A7,UNI,A7,BEPA,4.060166279,2016,1.36,0.0136,0.074,0.00074,1.12,0.1,0.29,51.25,0.5125,0.005187175,0.00013765,7.49E-06,0.000431879,9.83E-06,2.42E-07,43.94631545,1786.026044,40.64108733
238,UNI_A9_BEPA ,Unicorn+A9,UNI,A9,BEPA,2.201468137,2016,1.11,0.0111,0.065,0.00065,0.55,0.11,0.43,51.68,0.5168,0.002836143,6.09E-05,3.57E-06,0.000236135,4.35E-06,1.15E-07,54.29589967,2050.382025,37.76310987
239,UNI_C10_BEPA,Unicorn+C10,UNI,C10,BEPA,22.47250565,2016,2.21,0.0221,0.25,0.0025,1.66,0.27,0.47,49.68,0.4968,0.027830838,0.001238047,0.000140051,0.00231717,8.84E-05,4.52E-06,26.21542006,512.4685476,19.548363
240,UNI_C12_BEPA ,Unicorn+C12,UNI,C12,BEPA,768.1069257,2016,1.49,0.0149,0.131,0.00131,1.04,0.12,0.26,51.26,0.5126,0.981507192,0.028529959,0.002508339,0.0817194,0.002036879,8.10E-05,40.11989991,1009.097067,25.1520335
241,UNI_C14_BEPA,Unicorn+C14,UNI,C14,BEPA,159.164892,2016,1.33,0.0133,0.143,0.00143,1.45,0.12,0.2,50.94,0.5094,0.202115408,0.005277061,0.000567383,0.016827946,0.000376753,1.83E-05,44.66576814,918.6467453,20.56713191
242,UNI_C2_BEPA,Unicorn+C2,UNI,C2,BEPA,179.6374329,2016,0.94,0.0094,0.084,0.00084,0.91,0.12,0.23,51.16,0.5116,0.229097621,0.004209378,0.000376157,0.01907446,0.000300526,1.21E-05,63.47024719,1570.640845,24.74609624
243,UNI_C4_BEPA,Unicorn+C4,UNI,C4,BEPA,2.718055059,2016,1.81,0.0181,0.229,0.00229,1.69,0.19,0.33,49.78,0.4978,0.003372922,0.000122639,1.55E-05,0.000280826,8.76E-06,5.01E-07,32.07331317,560.5896141,17.47838183
244,UNI_C6_BEPA,Unicorn+C6,UNI,C6,BEPA,1.912887853,2016,1.87,0.0187,0.244,0.00244,2.17,0.28,0.38,49.62,0.4962,0.002366135,8.92E-05,1.16E-05,0.000197002,6.37E-06,3.76E-07,30.94444236,524.4360904,16.94766654
245,UNI_F11_BEPA ,Unicorn+F11,UNI,F11,BEPA,118.2974806,2016,1.65,0.0165,0.205,0.00205,2.04,0.18,0.2,50.45,0.5045,0.148774969,0.004865782,0.000604537,0.012386869,0.00034739,1.95E-05,35.65699448,634.6480457,17.79869714
246,UNI_F3_BEPA,Unicorn+F3,UNI,F3,BEPA,5.250281449,2016,1.31,0.0131,0.139,0.00139,1.21,0.18,0.31,50.74,0.5074,0.006640889,0.000171454,1.82E-05,0.000552914,1.22E-05,5.87E-07,45.16964473,941.3720511,20.8408115
247,UNI_I10_BEPA,Unicorn+I10,UNI,I10,BEPA,74.00285709,2016,1.37,0.0137,0.091,0.00091,1.02,0.19,0.44,51.58,0.5158,0.095153119,0.002527332,0.000167874,0.007922362,0.000180437,5.42E-06,43.90644534,1461.724691,33.29180214
248,UNI_I12_BEPA,Unicorn+I12,UNI,I12,BEPA,70.09188113,2016,1.49,0.0149,0.106,0.00106,0.63,0.17,0.73,51.03,0.5103,0.089163373,0.002603438,0.000185211,0.007423662,0.000185871,5.98E-06,39.93988475,1241.496046,31.08411687
249,UNI_I6_BEPA,Unicorn+I6,UNI,I6,BEPA,6.58562507,2016,1.68,0.0168,0.145,0.00145,2.07,0.26,0.41,49.82,0.4982,0.008178882,0.000275803,2.38E-05,0.000680966,1.97E-05,7.69E-07,34.58294301,886.056383,25.62119663
250,UNI_L10_BEPA ,Unicorn+L10,UNI,L10,BEPA,579.6463571,2016,1.56,0.0156,0.097,0.00097,1.19,0.15,0.29,51.62,0.5162,0.745889192,0.022541401,0.001401613,0.062102058,0.00160933,4.53E-05,38.58876764,1372.372173,35.56403215
251,UNI_L14_BEPA,Unicorn+L14,UNI,L14,BEPA,107.8297235,2016,1.57,0.0157,0.115,0.00115,0.86,0.17,0.32,50.84,0.5084,0.136658685,0.004220184,0.000309122,0.011378078,0.000301297,9.98E-06,37.7636007,1140.074781,30.18977957
252,UNI_L6_BEPA,Unicorn+L6,UNI,L6,BEPA,35.43926698,2016,1.62,0.0162,0.112,0.00112,1.47,0.21,0.41,51.24,0.5124,0.045267557,0.001431176,9.89E-05,0.003768936,0.000102178,3.19E-06,36.88600442,1179.822668,31.98564567
253,UNI_L8_BEPA,Unicorn+L8,UNI,L8,BEPA,7.746138135,2016,1.44,0.0144,0.125,0.00125,1.39,0.14,0.31,51.15,0.5115,0.009876978,0.000278062,2.41E-05,0.000822348,1.99E-05,7.79E-07,41.4238684,1055.26434,25.4747898
254,UNI_N11_BEPA,Unicorn+N11,UNI,N11,BEPA,6.248071493,2016,1.14,0.0114,0.081,0.00081,0.83,0.12,0.26,50.61,0.5061,0.00788271,0.00017756,1.26E-05,0.000656307,1.27E-05,4.07E-07,51.77248291,1611.302036,31.12274988
255,UNI_N5_BEPA ,Unicorn+N5,UNI,N5,BEPA,3.835672602,2016,0.84,0.0084,0.053,0.00053,0.83,0.08,0.16,51.09,0.5109,0.004885068,8.03E-05,5.07E-06,0.000406726,5.73E-06,1.64E-07,70.9290469,2485.911541,35.04786332
256,UNI_N7_BEPA,Unicorn+N7,UNI,N7,BEPA,1.891303048,2016,1.07,0.0107,0.109,0.00109,1.44,0.11,0.18,51.14,0.5114,0.002411099,5.04E-05,5.14E-06,0.000200746,3.60E-06,1.66E-07,55.73711089,1209.928936,21.70777991
257,UNI_N9_BEPA ,Unicorn+N9,UNI,N9,BEPA,6.383515443,2016,1.66,0.0166,0.195,0.00195,1.79,0.2,0.33,49.71,0.4971,0.007910371,0.000264156,3.10E-05,0.00065861,1.89E-05,1.00E-06,34.92232764,657.4077042,18.82485357
258,BL_A3_VAAN,Bloomfield+A3,BL,A3,VAAN,636.4397857,2016,1.17,0.0117,0.109,0.00109,0.31,0.12,0.39,50.83,0.5083,0.80643735,0.018562497,0.001729327,0.067143243,0.001325258,5.58E-05,50.66426603,1202.5946,23.73654439
259,BL_A7_VAAN,Bloomfield+A7,BL,A7,VAAN,829.6625254,2016,1.09,0.0109,0.121,0.00121,0.4,0.1,0.4,51.15,0.5115,1.057889522,0.022543491,0.002502534,0.088078923,0.001609479,8.08E-05,54.72511055,1090.149112,19.92045518
260,BL_A9_VAAN,Bloomfield+A9,BL,A9,VAAN,3587.749832,2016,1.14,0.0114,0.128,0.00128,0.37,0.09,0.39,51.31,0.5131,4.588992743,0.101957742,0.011447887,0.382075378,0.007279212,0.000369599,52.48856152,1033.755141,19.69486516
261,BL_C10_VAAN,Bloomfield+C10,BL,C10,VAAN,947.9550397,2016,1.08,0.0108,0.119,0.00119,0.36,0.09,0.37,50.88,0.5088,1.202342077,0.025521412,0.002812082,0.100105912,0.001822086,9.08E-05,54.94027825,1102.619779,20.06942473
262,BL_C12_VAAN ,Bloomfield+C12,BL,C12,VAAN,1927.423533,2016,1.27,0.0127,0.114,0.00114,0.41,0.11,0.39,50.47,0.5047,2.424954897,0.061020264,0.00547741,0.201899548,0.004356505,0.00017684,46.34438157,1141.705494,24.63525146
263,BL_C14_VAAN,Bloomfield+C14,BL,C14,VAAN,2631.652858,2016,1.31,0.0131,0.101,0.00101,0.39,0.1,0.46,51.01,0.5101,3.346394423,0.085939555,0.006625874,0.278617768,0.006135603,0.000213919,45.4100035,1302.445583,28.68190889
264,BL_C2_VAAN,Bloomfield+C2,BL,C2,VAAN,17.34555892,2016,0.95,0.0095,0.087,0.00087,0.29,0.06,0.27,51.54,0.5154,0.022285681,0.000410776,3.76E-05,0.001855486,2.93E-05,1.21E-06,63.26861338,1527.744747,24.14696111
265,BL_C4_VAAN,Bloomfield+C4,BL,C4,VAAN,1478.484676,2016,1.09,0.0109,0.106,0.00106,0.36,0.09,0.36,50.77,0.5077,1.871187012,0.040173209,0.003906752,0.155793335,0.002868142,0.000126131,54.31855059,1235.170571,22.73938751
266,BL_C6_VAAN,Bloomfield+C6,BL,C6,VAAN,1638.98076,2016,1.42,0.0142,0.143,0.00143,0.46,0.1,0.4,50.68,0.5068,2.070635546,0.058017018,0.005842559,0.172399239,0.00414209,0.000188629,41.62131231,913.9579319,21.95889272
267,BL_E1_VAAN,Bloomfield+E1,BL,E1,VAAN,7.168656322,2016,1.2,0.012,0.082,0.00082,0.38,0.09,0.38,51.07,0.5107,0.009126344,0.000214443,1.47E-05,0.000759851,1.53E-05,4.73E-07,49.63089641,1606.118716,32.36126753
268,BL_F1_VAAN,Bloomfield+F1,BL,F1,VAAN,682.5330237,2016,1.42,0.0142,0.132,0.00132,0.44,0.11,0.35,51.26,0.5126,0.872158614,0.024160461,0.002245902,0.072615136,0.001724922,7.25E-05,42.09764146,1001.452392,23.78880045
269,BL_F11_VAAN ,Bloomfield+F11,BL,F11,VAAN,3837.257747,2016,1.29,0.0129,0.107,0.00107,0.36,0.12,0.44,51.32,0.5132,4.909088061,0.123396797,0.010235238,0.408726224,0.008809841,0.000330449,46.3942806,1236.882678,26.66024049
270,BL_F13_VAAN ,Bloomfield+F13,BL,F13,VAAN,149.168894,2016,1.22,0.0122,0.11,0.0011,0.38,0.09,0.34,51.21,0.5121,0.190426002,0.004536609,0.000409038,0.015854696,0.000323888,1.32E-05,48.95109968,1200.570667,24.52591821
271,BL_F3_VAAN,Bloomfield+F3,BL,F3,VAAN,993.6907396,2016,1.63,0.0163,0.144,0.00144,0.46,0.1,0.35,51.67,0.5167,1.279920242,0.040376814,0.003567031,0.106565,0.002882679,0.000115163,36.96735385,925.3405774,25.03129061
272,BL_F5_VAAN,Bloomfield+F5,BL,F5,VAAN,2276.137421,2016,1.45,0.0145,0.128,0.00128,0.42,0.14,0.59,52.18,0.5218,2.960709227,0.082273445,0.007262759,0.246505968,0.005873864,0.000234481,41.96658014,1051.283245,25.05048639
273,BL_F9_VAAN,Bloomfield+F9,BL,F9,VAAN,32.89793234,2016,1.58,0.0158,0.121,0.00121,0.52,0.12,0.41,51.09,0.5109,0.041898426,0.001295743,9.92E-05,0.003488425,9.25E-05,3.20E-06,37.70911354,1088.870344,28.87552218
274,BL_G14_VAAN,Bloomfield+G14,BL,G14,VAAN,3923.640156,2016,1.28,0.0128,0.114,0.00114,0.37,0.09,0.42,51.12,0.5112,5.000037013,0.125196545,0.011150317,0.416298552,0.008938333,0.000359992,46.57451949,1156.409448,24.82922982
275,BL_I10_VAAN,Bloomfield+I10,BL,I10,VAAN,1260.61552,2016,1.46,0.0146,0.117,0.00117,0.5,0.13,0.44,50.94,0.5094,1.600791589,0.04588056,0.00367673,0.133280457,0.003275615,0.000118705,40.68867919,1122.790466,27.59466487
276,BL_I12_VAAN,Bloomfield+I12,BL,I12,VAAN,166.8796515,2016,1.17,0.0117,0.103,0.00103,0.35,0.07,0.3,50.86,0.5086,0.211579187,0.004867237,0.000428483,0.017615891,0.000347493,1.38E-05,50.69416821,1273.399775,25.11925572
277,BL_I14_VAAN,Bloomfield+I14,BL,I14,VAAN,227.7919058,2016,1.09,0.0109,0.107,0.00107,0.37,0.08,0.38,52.04,0.5204,0.295507685,0.006189535,0.000607597,0.024603702,0.000441898,1.96E-05,55.67731678,1254.23567,22.52686987
278,BL_I2_VAAN,Bloomfield+I2,BL,I2,VAAN,249.7168384,2016,1.42,0.0142,0.124,0.00124,0.39,0.1,0.35,51.57,0.5157,0.321024489,0.008839534,0.000771903,0.026728208,0.000631093,2.49E-05,42.35223117,1072.509342,25.32356177
279,BL_I4_VAAN,Bloomfield+I4,BL,I4,VAAN,169.9122222,2016,1.17,0.0117,0.135,0.00135,0.42,0.09,0.32,50.75,0.5075,0.214958127,0.004955685,0.00057181,0.017897219,0.000353808,1.85E-05,50.58452687,969.455582,19.16506177
280,BL_I6_VAAN,Bloomfield+I6,BL,I6,VAAN,365.8585944,2016,0.94,0.0094,0.087,0.00087,0.31,0.07,0.29,51.54,0.5154,0.470057384,0.00857303,0.000793461,0.039136552,0.000612066,2.56E-05,63.94168374,1527.744747,23.89278258
281,BL_I8_VAAN,Bloomfield+I8,BL,I8,VAAN,515.9421931,2016,1.39,0.0139,0.094,0.00094,0.32,0.11,0.48,51.53,0.5153,0.662757104,0.017877593,0.001208988,0.055180556,0.00127636,3.90E-05,43.23274882,1413.702176,32.69979852
282,BL_J1_VAAN,Bloomfield+J1,BL,J1,VAAN,3301.484313,2016,1.61,0.0161,0.155,0.00155,0.45,0.11,0.33,51.27,0.5127,4.219546322,0.132503795,0.012756577,0.351315604,0.009460029,0.000411851,37.1368402,853.0161562,22.96954053
283,BL_K1_VAAN ,Bloomfield+K1,BL,K1,VAAN,1688.685412,2016,1.18,0.0118,0.078,0.00078,0.25,0.07,0.31,51.48,0.5148,2.16710769,0.049673409,0.003283497,0.180431423,0.003546403,0.000106009,50.87729797,1702.039258,33.45380604
284,BL_L10_VAAN,Bloomfield+L10,BL,L10,VAAN,7251.544036,2016,1.32,0.0132,0.121,0.00121,0.41,0.09,0.4,51.53,0.5153,9.315020919,0.238614935,0.021873036,0.775560202,0.017035771,0.000706179,45.52539459,1098.247971,24.12385397
285,BL_L12_VAAN,Bloomfield+L12,BL,L12,VAAN,523.9495019,2016,1.49,0.0149,0.141,0.00141,0.41,0.08,0.34,51.62,0.5162,0.674218454,0.019461168,0.001841627,0.056134818,0.001389418,5.95E-05,40.40166277,944.1141899,23.36820134
286,BL_L14_VAAN,Bloomfield+L14,BL,L14,VAAN,8507.36487,2016,1.28,0.0128,0.121,0.00121,0.39,0.09,0.38,52.21,0.5221,11.07240483,0.271455242,0.025661003,0.921878394,0.019380385,0.000828476,47.56759903,1112.740667,23.3928281
287,BL_L2_VAAN,Bloomfield+L2,BL,L2,VAAN,130.380252,2016,1.1,0.011,0.073,0.00073,0.32,0.08,0.24,52.38,0.5238,0.17024349,0.003575178,0.000237262,0.014174319,0.000255248,7.66E-06,55.53161658,1850.411298,33.32176177
288,BL_L4_VAAN,Bloomfield+L4,BL,L4,VAAN,693.0242517,2016,1.26,0.0126,0.087,0.00087,0.4,0.08,0.43,52.63,0.5263,0.909232615,0.021767682,0.001503007,0.075701884,0.001554091,4.85E-05,48.71136867,1560.054444,32.02649579
289,BL_L6_VAAN ,Bloomfield+L6,BL,L6,VAAN,161.1552633,2016,1.31,0.0131,0.12,0.0012,0.4,0.11,0.45,52.21,0.5221,0.209744891,0.005262705,0.00048208,0.01746317,0.000375728,1.56E-05,46.47826471,1122.013506,24.14060665
290,BL_N1_VAAN,Bloomfield+N1,BL,N1,VAAN,416.7094977,2016,1.05,0.0105,0.086,0.00086,0.29,0.09,0.38,52.38,0.5238,0.544116752,0.010907266,0.000893357,0.045302668,0.000778718,2.88E-05,58.17597928,1570.697962,26.99908076
291,BL_N11_VAAN,Bloomfield+N11,BL,N11,VAAN,382.4076385,2016,1.69,0.0169,0.167,0.00167,0.53,0.11,0.43,52.77,0.5277,0.503045023,0.016110405,0.001591975,0.041883073,0.001150193,5.14E-05,36.41395885,814.8848817,22.37836554
292,BL_N13_VAAN ,Bloomfield+N13,BL,N13,VAAN,208.7391524,2016,1.55,0.0155,0.134,0.00134,0.47,0.1,0.36,52.2,0.522,0.271623676,0.008065454,0.000697272,0.022615141,0.000575828,2.25E-05,39.27410639,1004.595763,25.57908646
293,BL_N3_VAAN,Bloomfield+N3,BL,N3,VAAN,224.4982958,2016,1.6,0.016,0.11,0.0011,0.41,0.08,0.34,52.72,0.5272,0.295040512,0.008954189,0.0006156,0.024564806,0.000639279,1.99E-05,38.42580074,1235.971208,32.16513863
294,BL_N5_VAAN,Bloomfield+N5,BL,N5,VAAN,906.0553287,2016,1.29,0.0129,0.093,0.00093,0.43,0.1,0.38,52.37,0.5237,1.182852239,0.029136517,0.00210054,0.098483206,0.002080184,6.78E-05,47.34350108,1452.196089,30.67361003
295,BL_N7_VAAN ,Bloomfield+N7,BL,N7,VAAN,178.9066579,2016,1.83,0.0183,0.116,0.00116,0.52,0.13,0.45,51.75,0.5175,0.230796947,0.008161515,0.000517342,0.019215945,0.000582687,1.67E-05,32.97818666,1150.477163,34.88600435
296,BL_N9_VAAN,Bloomfield+N9,BL,N9,VAAN,815.7026571,2016,1.54,0.0154,0.139,0.00139,0.53,0.11,0.39,51.84,0.5184,1.054120048,0.031314523,0.002826441,0.08776508,0.002235682,9.13E-05,39.25651835,961.7801957,24.49988527
297,DP_A11_VAAN,Dunphys Pond+A11,DP,A11,VAAN,812.6724637,2016,1.39,0.0139,0.073,0.00073,0.37,0.09,0.33,52.09,0.5209,1.055268818,0.02815941,0.001478875,0.087860726,0.002010424,4.77E-05,43.70257881,1840.166562,42.10658987
298,DP_A13_VAAN,Dunphys Pond+A13,DP,A13,VAAN,1315.12109,2016,1.85,0.0185,0.113,0.00113,0.48,0.13,0.48,51.56,0.5156,1.690331383,0.060649982,0.003704566,0.140735459,0.004330069,0.000119603,32.50189536,1176.68469,36.20357141
299,DP_A3_VAAN,Dunphys Pond+A3,DP,A3,VAAN,95.93697257,2016,1.16,0.0116,0.072,0.00072,0.29,0.11,0.48,51.95,0.5195,0.12424095,0.002774196,0.000172192,0.010344189,0.000198062,5.56E-06,52.22699881,1860.710006,35.62735841
