X	Y	rain	djungle	snouter1.1	snouter1.2	snouter1.3	snouter1.4	snouter1.5	snouter1.6	snouter1.7	snouter1.8	snouter1.9	snouter1.10	snouter2.1	snouter2.2	snouter2.3	snouter2.4	snouter2.5	snouter2.6	snouter2.7	snouter2.8	snouter2.9	snouter2.10	snouter3.1	snouter3.2	snouter3.3	snouter3.4	snouter3.5	snouter3.6	snouter3.7	snouter3.8	snouter3.9	snouter3.10
41	12	896	4	56.3	87.4	59.9	69.2	71.6	60.3	60.6	55.4	88.7	63.6	0	1	0	1	1	1	1	0	1	1	5	14	6	8	9	6	6	5	14	7
42	12	842	9	69.1	92.5	59.5	69.4	64.6	42.3	64	72.3	79.8	64.3	1	1	0	1	1	0	1	1	1	1	9	16	6	9	7	1	7	10	12	7
43	12	668	5	73.1	79	62.7	70.2	71.6	61.5	62.1	58.7	76.8	72.8	1	1	1	1	1	1	1	0	1	1	11	13	7	10	10	7	7	6	12	11
44	12	584	20	82.5	62.3	71.1	72.5	78	71.6	70.7	57	69.6	73.6	1	1	1	1	1	1	1	0	1	1	14	8	11	11	13	11	11	6	10	11
45	12	530	13	88.7	73.4	69.9	71.8	75.5	61.7	72.6	65.3	58.5	76.2	1	1	1	1	1	1	1	1	0	1	17	12	11	11	13	8	11	9	7	13
46	12	476	16	88.3	62.8	74.7	84.6	76.8	66.4	70.3	55.6	51.2	93.8	1	1	1	1	1	1	1	0	0	1	17	8	13	16	13	10	11	6	4	19
3	13	279.5	6	66.8	65	67.7	71.2	78.5	68.9	72.3	63.2	81.4	71.9	1	1	1	1	1	1	1	1	1	1	11	10	12	13	16	12	13	10	17	13
4	13	436	2	55.7	64.5	74.6	75.3	75.7	62.7	64.1	74.2	66.7	74.3	0	1	1	1	1	1	1	1	1	1	6	9	13	13	13	9	9	13	10	13
5	13	592.5	7	47.1	66.5	68.5	73.3	77.9	58.8	58.2	74.6	73.9	73.3	0	1	1	1	1	0	0	1	1	1	3	9	10	11	13	7	6	12	12	11
6	13	779	0	45.9	63.8	70.6	59.6	78.6	54.6	55.3	84.5	68.7	68.3	0	1	1	0	1	0	0	1	1	1	2	7	9	6	12	5	5	14	9	9
7	13	995.5	1	52.5	65	75	65.2	71.7	39.5	64.9	74.5	77.8	66.1	0	1	1	1	1	0	1	1	1	1	3	7	10	7	9	0	7	9	10	7
8	13	1092	16	48.5	65	81.9	62.3	62.9	40.4	59.3	67.6	69.4	68.6	0	1	1	1	1	0	0	1	1	1	2	7	11	6	6	0	5	7	8	8
9	13	1188.5	3	43.3	58.6	68.1	56.9	68.5	47.6	68.1	68.6	56.1	72.7	0	0	1	0	1	0	1	1	0	1	1	5	7	4	7	2	7	7	4	8
10	13	1255	1	44	56.1	68.8	56.1	69	47.8	68.1	67.6	49.5	65.2	0	0	1	0	1	0	1	1	0	1	1	4	7	4	7	2	7	7	2	6
11	13	1321.5	16	45.5	59	58.9	59.1	55.2	42.7	52.9	73.5	52.6	67.7	0	1	1	1	0	0	0	1	0	1	1	5	5	5	4	1	3	8	3	7
12	13	1328	0	44.7	64.4	49.2	51.6	52.1	52.8	47.3	58.4	42.2	69.9	0	1	0	0	0	0	0	1	0	1	1	6	2	3	3	3	2	4	1	7
13	13	1334.5	5	43.5	71.1	44.4	51.2	49.6	49.2	53.9	60.4	44	54.5	0	1	0	0	0	0	0	1	0	0	1	7	1	3	2	2	3	5	1	4
14	13	1311	17	57.4	69.9	58.9	64.2	48	49.2	49.5	64.7	41.4	63.1	0	1	1	1	0	0	0	1	0	1	4	7	5	6	2	2	2	6	1	6
15	13	1167.5	6	50.8	57.7	61.6	52.3	43.4	54.7	53.8	58.7	52.6	60.9	0	0	1	0	0	0	0	0	0	1	3	5	6	3	1	4	4	5	3	5
16	13	1144	15	57.7	62.9	63.6	47.8	54.5	45.3	60.9	52.9	64.8	67.3	0	1	1	0	0	0	1	0	1	1	5	6	6	2	4	1	5	3	6	7
17	13	1090.5	7	58.4	65.8	62.3	53.9	54.9	52	68.4	53.4	61.9	62.4	0	1	1	0	0	0	1	0	1	1	5	7	6	4	4	3	7	4	6	6
18	13	1067	4	52.4	67.2	61	52	54.9	70.2	76.9	59.8	55.3	61.4	0	1	1	0	0	1	1	1	0	1	3	7	6	3	4	8	10	5	4	6
19	13	1043.5	10	59.7	68.6	60.3	64.1	45.3	64.6	83.3	49.7	50.9	63.3	1	1	1	1	0	1	1	0	0	1	5	8	5	7	2	7	12	3	3	6
20	13	1050	5	50.3	69.1	54.6	66.1	56	65.3	77.6	59.7	54.6	62.3	0	1	0	1	0	1	1	1	0	1	3	8	4	7	4	7	10	5	4	6
21	13	966.5	19	55.2	71.6	47.6	71	73.2	64.4	66	68.1	55.4	60.5	0	1	0	1	1	1	1	1	0	1	4	9	2	9	9	7	7	8	4	6
22	13	1003	4	55.1	70.9	55.5	62.7	54.3	62.3	60.7	69	58.3	66.3	0	1	0	1	0	1	1	1	0	1	4	8	4	6	4	6	6	8	5	7
23	13	979.5	18	51.5	71.1	68.2	55.3	66.8	67.9	65	75.5	66.7	58.6	0	1	1	0	1	1	1	1	1	0	3	9	8	4	7	8	7	10	7	5
24	13	986	19	50.8	65.6	54.4	60	82.3	60.4	73.6	83.8	78.3	68.5	0	1	0	1	1	1	1	1	1	1	3	7	4	6	12	6	9	12	11	8
25	13	1022.5	20	50.1	64.8	68.8	67	82.1	64.2	80.6	82.9	75.4	69.3	0	1	1	1	1	1	1	1	1	1	3	7	8	7	11	7	11	12	10	8
26	13	1059	1	57.7	71.5	68.3	64.8	78.7	71.7	75.6	65.9	72.6	70.4	0	1	1	1	1	1	1	1	1	1	5	8	8	7	10	8	10	7	9	8
27	13	1095.5	1	63.1	68.5	64.5	73.9	83	73.2	77.1	60.1	61.6	66.5	1	1	1	1	1	1	1	1	1	1	6	8	6	9	11	9	10	5	6	7
28	13	1132	9	64.1	72.7	72.1	74.2	75.2	68.8	75.2	65.6	48.8	66.6	1	1	1	1	1	1	1	1	0	1	6	8	8	9	9	7	9	7	2	7
29	13	1138.5	6	73.7	60.4	66.1	70.5	72.8	75.4	64.9	62.4	52.6	74.5	1	1	1	1	1	1	1	1	0	1	9	5	7	8	8	9	6	6	3	9
30	13	1115	14	71.7	68	71.9	65	76.2	71.7	60.7	62.3	42.5	68.2	1	1	1	1	1	1	1	1	0	1	8	7	8	7	9	8	5	6	1	7
31	13	1061.5	17	66.3	71.8	72.5	58.6	79.1	76.7	47.3	66.3	34.5	67.6	1	1	1	0	1	1	0	1	0	1	7	8	9	5	10	10	2	7	0	7
32	13	948	10	64	57.6	60.3	63.5	82	85.8	46.8	65.5	45	51.8	1	0	1	1	1	1	0	1	0	0	7	5	6	7	12	13	2	7	1	3
33	13	834.5	8	66.8	66.9	63.5	65.8	83.1	73	47	68.3	53.5	59.6	1	1	1	1	1	1	0	1	0	0	8	8	7	8	13	10	2	8	4	6
34	13	781	8	72.4	79.7	67.2	63	81	68.5	56.5	80.9	58.1	53.4	1	1	1	1	1	1	0	1	0	0	10	12	8	7	13	9	5	13	6	4
35	13	757.5	12	72	73.9	58.1	69.7	82.5	59.5	47.7	81	66.4	61.6	1	1	0	1	1	0	0	1	1	1	10	11	6	9	13	6	2	13	8	7
36	13	794	8	78.4	88.7	60.6	78	74.6	64.4	57.3	74.8	71.5	56.7	1	1	1	1	1	1	0	1	1	0	12	15	6	12	11	7	5	11	10	5
37	13	860.5	5	77.3	86.7	68.5	74	74.5	56.5	63.7	59.8	80	65.5	1	1	1	1	1	0	1	0	1	1	11	14	8	10	10	5	7	6	12	8
38	13	897	19	81.8	78.2	64.6	78.3	79	51.2	67.3	53.6	63	69.9	1	1	1	1	1	0	1	0	1	1	12	11	7	11	11	3	8	4	7	9
39	13	903.5	1	69.9	82.8	74.1	78.7	76.8	66.3	56.7	61.5	63.9	62	1	1	1	1	1	1	0	1	1	1	9	12	10	11	11	8	5	6	7	6
40	13	910	5	65.6	84.5	68	66.7	68	61.2	58.4	59.2	81.3	62.4	1	1	1	1	1	1	0	0	1	1	7	13	8	8	8	6	5	6	12	6
41	13	916.5	2	58.2	83.8	66.4	70.2	61.9	55.6	55.9	57.6	82.8	64.8	0	1	1	1	1	0	0	0	1	1	5	12	8	9	6	5	5	5	12	7
42	13	833	5	75.7	81.7	50.5	77.3	62.2	49	58.9	59.5	77	72.6	1	1	0	1	1	0	0	0	1	1	11	12	3	11	7	3	6	6	11	10
43	13	659.5	19	75.6	67.6	65.7	75.2	64.4	56.2	57.4	63.8	72.8	77.2	1	1	1	1	1	0	0	1	1	1	12	9	8	12	8	5	6	8	11	12
44	13	606	17	90.7	56.9	83.1	75.3	76.1	57	69.5	52.6	60.6	81.1	1	0	1	1	1	0	1	0	0	1	17	6	15	12	12	6	10	4	7	14
45	13	552.5	8	83.6	48.1	64.6	74.3	76	62.7	70	63.8	59.3	89.1	1	0	1	1	1	1	1	1	0	1	15	3	9	12	13	8	10	8	7	17
46	13	499	10	95	54.8	65.3	77.5	71.9	54.1	69.7	66.1	60	87.9	1	0	1	1	1	0	1	1	0	1	20	6	9	13	11	5	11	9	7	17
3	14	341	16	63.2	48.6	73.1	69.2	78.8	64.8	73.6	67.7	61.3	77.4	1	0	1	1	1	1	1	1	1	1	9	4	13	12	15	10	13	11	9	15
4	14	498	13	55.5	49.9	68.5	69.4	90.8	66.2	66.4	68.8	66.3	79.9	0	0	1	1	1	1	1	1	1	1	6	4	10	11	18	10	10	10	10	14
5	14	625	15	44.1	64.5	59.4	68.9	90.7	67.2	62.2	73.7	66.6	71.9	0	1	0	1	1	1	1	1	1	1	2	8	7	10	17	9	7	11	9	11
6	14	812	14	44.3	62.1	71.6	68	88.1	57.7	66	75.5	74.4	61.7	0	1	1	1	1	0	1	1	1	1	1	7	10	8	14	5	8	11	10	7
7	14	1029	19	54.8	74	66.8	54.6	75.5	39.5	69.6	79.8	75.3	67.6	0	1	1	0	1	0	1	1	1	1	4	9	7	4	10	0	8	11	10	8
8	14	1126	20	53.8	63	67.9	54.7	65.7	37.8	70.9	70.5	60.7	67.1	0	1	1	0	1	0	1	1	1	1	4	6	7	4	7	0	8	8	5	7
9	14	1223	1	41.5	60.9	56.3	43.7	70.3	51	65.2	69.5	53.4	72.4	0	1	0	0	1	0	1	1	0	1	1	5	4	1	8	3	6	7	3	8
10	14	1320	5	51.8	53.9	61.7	52.6	65	52.1	68.7	70.4	59.3	71.2	0	0	1	0	1	0	1	1	1	1	3	3	5	3	6	3	7	7	5	7
11	14	1357	5	44.7	53.7	55.3	42.3	51.6	48.1	42.6	57.6	62	66.7	0	0	0	0	0	0	0	0	1	1	1	3	4	1	3	2	1	4	5	6
12	14	1364	18	42.1	63.1	49.9	58.2	51.4	47.8	53.9	60.7	55	56.1	0	1	0	1	0	0	0	1	0	0	1	5	2	4	3	2	3	5	4	4
13	14	1341	8	46.2	72.9	44.3	54.8	67.1	49.1	50.4	64.3	56.8	58.7	0	1	0	0	1	0	0	1	0	1	2	8	1	4	6	2	3	6	4	4
14	14	1258	6	54.6	80.4	47.7	45.5	57.1	47.6	37.3	70.1	51.7	55	0	1	0	0	0	0	0	1	0	0	4	10	2	1	4	2	0	7	3	4
15	14	1175	4	49.2	71.6	64.5	43.1	57.3	46.1	56.6	58.3	55.9	58.7	0	1	1	0	0	0	0	0	0	0	2	8	6	1	4	2	4	5	4	5
16	14	1062	9	49.5	68.9	65.2	47.7	48.9	43.3	71.1	62.3	67.8	60.8	0	1	1	0	0	0	1	1	1	1	3	8	7	2	2	1	8	6	7	6
17	14	1009	8	64	67.3	60.4	43.2	56.9	56.3	67.7	56.1	62.4	61	1	1	1	0	0	0	1	0	1	1	7	7	6	1	5	4	8	4	6	6
18	14	926	3	57.9	76.6	72.6	48.4	59	63.4	76.2	53.5	63.7	60.7	0	1	1	0	0	1	1	0	1	1	5	10	9	2	5	7	10	4	7	6
19	14	903	0	64.6	70	73.2	62.8	57.2	59.2	71.9	61.2	67.6	59.9	1	1	1	1	0	0	1	1	1	0	7	9	10	7	5	6	9	6	8	6
20	14	850	12	56.2	69.3	73.4	68.2	62.7	58.7	76.4	73.9	59.5	58.4	0	1	1	1	1	0	1	1	0	0	5	9	10	8	7	6	11	10	6	5
21	14	827	2	59.1	72	65.5	68.5	70.5	66.1	67.1	70.2	65.8	59.9	0	1	1	1	1	1	1	1	1	0	6	10	8	9	9	8	8	9	8	6
22	14	894	13	52.3	66.1	63.1	56.8	68.4	71.4	65.1	73.5	69.8	61.9	0	1	1	0	1	1	1	1	1	1	4	8	7	5	8	9	7	10	9	6
23	14	901	15	53.6	64.4	62.5	53.8	72.6	75.7	66.3	82.9	77.2	65.8	0	1	1	0	1	1	1	1	1	1	4	7	7	4	9	10	8	12	11	7
24	14	908	1	48.5	66.1	71.3	66.3	80.3	64.3	77.1	78.4	82.4	69.8	0	1	1	1	1	1	1	1	1	1	3	8	9	8	12	7	11	11	12	9
25	14	1005	12	54.4	65.7	63.9	55.5	83	65.7	79.9	71.2	76	75.4	0	1	1	0	1	1	1	1	1	1	4	7	7	4	12	7	11	9	10	10
26	14	1072	2	51.7	68.3	66	61	81.6	62	76.6	64.2	74.9	75.8	0	1	1	1	1	1	1	1	1	1	3	8	7	6	11	6	10	6	9	9
27	14	1109	18	54.3	74.8	71.2	67.4	78.9	69.7	74	65.9	76.9	74.5	0	1	1	1	1	1	1	1	1	1	4	9	8	7	10	8	9	7	10	9
28	14	1146	15	57.6	60.9	64.9	74.2	85.1	64.8	75.1	57.1	63.1	71	0	1	1	1	1	1	1	0	1	1	5	5	6	9	12	6	9	4	6	8
29	14	1153	7	65.4	58.2	66	71.9	87	73.5	74.1	64.5	58	80.3	1	0	1	1	1	1	1	1	0	1	7	5	7	8	12	9	9	6	5	10
30	14	1160	9	61.4	61.6	72.5	58.2	79.5	78.5	56.8	60.6	49.9	72.8	1	1	1	0	1	1	0	1	0	1	6	6	8	5	10	10	4	5	3	8
31	14	1137	7	67.8	63.9	65.4	67.6	75.6	75.4	44.5	56.9	44.3	64.9	1	1	1	1	1	1	0	0	0	1	7	6	7	7	9	9	1	4	1	6
32	14	1024	0	66	58.2	57	66.2	87	79.9	39.9	53.6	48.6	65.2	1	0	0	1	1	1	0	0	0	1	7	5	5	7	13	11	0	4	2	7
33	14	881	7	72.4	68.4	60.4	76.8	81.1	81.4	49.7	61.6	57.3	53.5	1	1	1	1	1	1	0	1	0	0	9	8	6	11	12	12	3	6	5	4
34	14	828	7	74.6	72.7	60.6	71.4	82	68.2	65.9	77.1	59.4	61.4	1	1	1	1	1	1	1	1	0	1	10	10	6	9	13	8	8	11	6	6
35	14	775	3	78.2	78.4	53.2	74.3	79.4	64.8	58.9	73.9	60.2	64.1	1	1	0	1	1	1	0	1	0	1	12	12	4	11	12	8	6	10	6	7
36	14	842	13	84	76.4	62.3	75.5	73.1	55.4	61.8	66.4	54.6	64.6	1	1	1	1	1	0	1	1	0	1	13	11	7	11	10	5	7	8	4	7
37	14	879	12	76	63.9	65.2	75.9	78.6	59.8	68.3	73.1	65	50	1	1	1	1	1	0	1	1	1	0	10	7	7	10	11	6	8	10	7	3
38	14	916	3	76.7	69.9	65.6	80.2	75.1	60.5	67.7	71.7	62.8	61.2	1	1	1	1	1	1	1	1	1	1	10	9	7	11	10	6	8	9	7	6
39	14	923	2	67	65.7	70.4	69.1	77.5	59	56.3	52.1	61.9	71.7	1	1	1	1	1	0	0	0	1	1	8	7	9	8	11	5	5	4	6	9
40	14	930	10	60.5	76.4	77.2	72	63.7	52.7	52	47.8	73.5	77.8	1	1	1	1	1	0	0	0	1	1	6	10	11	9	7	4	3	2	10	11
41	14	937	14	62	81.3	76.2	74.2	66.3	55.5	57.4	50.8	74.2	67.7	1	1	1	1	1	0	0	0	1	1	6	12	10	10	7	4	5	3	10	8
42	14	824	5	82.1	70	62.8	76.2	50.5	61.9	55.7	52.4	83	70.7	1	1	1	1	0	1	0	0	1	1	13	9	7	11	3	7	5	4	13	9
43	14	681	9	87.8	59.3	64.2	79.7	66.6	58	57.6	55.7	76.5	82.4	1	0	1	1	1	0	0	0	1	1	15	6	8	13	9	6	6	5	12	14
44	14	598	18	92.4	53	65.7	78.5	61.2	55.5	67	60.1	72.6	88.8	1	0	1	1	1	0	1	0	1	1	18	5	9	13	7	5	9	7	11	16
45	14	545	16	86.2	59.4	47.8	78.8	62.6	56.7	77.8	65.1	63.8	86	1	0	0	1	1	0	1	1	1	1	16	7	3	14	8	6	13	9	8	16
2	15	245	14	60.1	47.5	63.8	79	80.7	62.8	73.4	65.5	75.6	90.1	0	0	1	1	1	1	1	1	1	1	9	4	10	16	17	10	14	11	15	21
3	15	372.5	7	61.8	56.4	77.2	81.2	87.1	63.1	67	69.9	68.6	88.8	1	0	1	1	1	1	1	1	1	1	9	7	14	16	18	9	11	12	11	19
4	15	530	20	61.6	51.7	74.9	77.1	105.9	50	69	65.3	75.2	78.4	1	0	1	1	1	0	1	1	1	1	8	4	12	13	23	4	10	9	12	14
5	15	687.5	7	54.7	57.7	73.6	73.2	89.9	50.1	63.7	79.6	74.1	76.7	0	0	1	1	1	0	1	1	1	1	5	6	11	11	16	3	8	13	11	12
6	15	845	17	53.6	60.3	69.5	67.8	93.6	52.3	66.4	67.4	70.5	68.8	0	0	1	1	1	0	1	1	1	1	4	6	9	8	16	4	8	8	9	9
7	15	1032.5	10	59	62.1	70.7	55.2	86.4	52.4	68	70.5	72	73.5	0	1	1	0	1	0	1	1	1	1	5	6	8	4	13	3	8	8	9	9
8	15	1130	8	51.7	71.7	57.6	52.3	74.3	60.1	57.3	76.2	69.5	60.2	0	1	0	0	1	1	0	1	1	1	3	8	5	3	9	5	5	9	8	5
9	15	1257.5	5	49.1	65.1	51.8	42.8	63.2	58.9	57.7	68.1	63.6	67.3	0	1	0	0	1	1	0	1	1	1	2	6	3	1	6	5	4	7	6	7
10	15	1355	6	45.6	40.7	51.4	42.8	60.5	48.1	59.2	59.1	55	69.4	0	0	0	0	1	0	1	1	0	1	1	0	3	1	5	2	5	5	4	7
11	15	1392.5	19	42.5	54.9	54.8	47	64	47.1	48.6	56.5	57.9	65	0	0	0	0	1	0	0	0	0	1	1	4	4	2	6	2	2	4	4	6
12	15	1400	13	48.5	68.2	44	42.3	61.7	39.1	45.9	60.6	60.6	53.3	0	1	0	0	1	0	0	1	1	0	2	6	1	1	5	0	2	5	5	3
13	15	1317.5	9	50.2	71.1	55.4	38.6	65.1	39.5	33.6	65.2	62.1	55.3	0	1	0	0	1	0	0	1	1	0	3	7	4	0	6	0	0	6	5	4
14	15	1205	7	45.5	67.4	57.7	35.7	61	46.1	39.2	63	67.8	56.3	0	1	0	0	1	0	0	1	1	0	1	7	4	0	5	2	0	6	7	4
15	15	1092.5	16	50.1	77.3	65.9	28.8	50.6	46.8	61.4	57.6	71.4	54.1	0	1	1	0	0	0	1	0	1	0	3	10	7	2	3	2	6	5	8	4
16	15	980	18	47.5	80.2	68.7	39.9	60.6	53.1	69.7	58.9	70.3	58.5	0	1	1	0	1	0	1	0	1	0	2	11	8	0	6	4	8	5	8	5
17	15	867.5	13	68.2	76.6	70.3	48.2	59.8	63.6	74.4	59.9	72	62.6	1	1	1	0	0	1	1	0	1	1	8	11	9	2	6	7	10	6	9	7
18	15	815	16	65.6	80.8	80.5	48.8	64.5	63.9	71.6	55.6	66.4	63.5	1	1	1	0	1	1	1	0	1	1	8	12	12	3	7	7	10	5	8	7
19	15	762.5	18	63.6	77	81.3	57.5	64.4	54.5	66.1	69.9	67.2	65.4	1	1	1	0	1	0	1	1	1	1	7	11	13	5	8	5	8	9	8	8
20	15	740	13	60.2	69	83.9	63.7	57.6	61.8	69.1	73	60.1	57.3	0	1	1	1	0	1	1	1	0	0	6	9	14	7	6	7	9	10	6	6
21	15	717.5	8	55.3	67.3	73.2	65.8	63.1	62.6	66.6	71.3	70.4	64.7	0	1	1	1	1	1	1	1	1	1	5	9	11	8	7	7	8	10	10	8
22	15	785	13	46.6	76.4	65.2	59.2	61.9	63.6	62.8	66.5	78.6	74.6	0	1	1	0	1	1	1	1	1	1	2	11	8	6	7	7	7	8	12	11
23	15	822.5	0	49.5	78.5	70.7	56.6	70.2	56.3	64.8	69.1	85.4	59.6	0	1	1	0	1	0	1	1	1	0	3	12	9	5	9	5	7	9	14	6
24	15	890	14	47.3	73	62.5	58.8	71.6	56.5	77.1	71.8	77.3	75.9	0	1	1	0	1	0	1	1	1	1	2	10	7	5	9	5	11	9	11	10
25	15	957.5	15	47.8	65.3	67.9	58.7	69.8	58.5	75.2	71.3	81.7	69.6	0	1	1	0	1	0	1	1	1	1	2	7	8	5	8	5	10	9	12	8
26	15	1025	10	44.2	69.6	68.4	65.7	75.6	67.4	77.5	80.4	84.9	75.7	0	1	1	1	1	1	1	1	1	1	1	8	8	7	10	7	10	11	12	10
27	15	1092.5	3	38	62.9	69.3	63.5	78.7	66.1	65.7	70	70.3	66.9	0	1	1	1	1	1	1	1	1	1	0	6	8	6	10	7	7	8	8	7
28	15	1130	13	44.1	63.8	61.1	65.1	74	65.7	68.8	77.3	79.3	67.5	0	1	1	1	1	1	1	1	1	1	1	6	5	7	9	7	7	10	10	7
29	15	1167.5	14	45.1	58.7	64.8	68	83.6	68.3	65	65.7	62.5	74.5	0	0	1	1	1	1	1	1	1	1	1	5	6	7	11	7	6	7	6	9
30	15	1175	12	59.1	65.5	63.6	69.5	77.8	68.8	54.2	66	55.6	69.1	1	1	1	1	1	1	0	1	0	1	5	6	6	7	10	7	4	7	4	7
31	15	1152.5	3	75.9	68.4	60.4	68.8	70.5	84	45.8	54.8	54.6	66.2	1	1	1	1	1	1	0	0	0	1	9	7	5	7	8	11	2	4	4	7
32	15	1040	1	65.5	60.1	68.6	72.7	77.8	77.5	34.9	66.2	58.3	63.3	1	1	1	1	1	1	0	1	0	1	7	5	8	9	10	10	0	7	5	6
33	15	897.5	9	65.6	66.3	64.5	73.6	78.4	83.8	55.5	70.3	48.4	62.5	1	1	1	1	1	1	0	1	0	1	7	8	7	10	11	13	5	9	2	7
34	15	845	3	79.6	68.5	51.2	74	83.2	80.7	62	68.7	44	64	1	1	0	1	1	1	1	1	0	1	12	8	3	10	13	12	7	9	1	7
35	15	792.5	6	81.5	68.9	67.6	76.3	82.3	75.5	61	62.5	44.2	62.5	1	1	1	1	1	1	1	1	0	1	13	9	8	11	13	11	6	7	1	7
36	15	800	7	74.9	59.5	77.4	79.1	88.4	67	71.4	70.6	54.4	57	1	0	1	1	1	1	1	1	0	0	11	6	11	12	15	8	10	9	4	5
37	15	867.5	8	79.3	65.1	82.2	73.8	79.7	64	64.3	71.9	59.8	50	1	1	1	1	1	1	1	1	0	0	12	7	12	10	12	7	7	9	6	3
38	15	875	12	78.2	57.4	71.7	80.8	72.1	66.7	66.6	65.5	64.1	55.7	1	0	1	1	1	1	1	1	1	0	11	5	9	12	9	8	8	7	7	5
39	15	942.5	5	68.6	56.9	82.7	70.6	72.4	66.7	61.3	61.6	65.3	62.2	1	0	1	1	1	1	1	1	1	1	8	5	12	9	9	8	6	6	7	6
40	15	950	15	72.6	62.9	81	69.9	67.1	72.4	61.3	44.2	68.1	71.2	1	1	1	1	1	1	1	0	1	1	9	6	12	8	8	9	6	1	8	9
41	15	897.5	3	69.1	76.2	72.4	75.7	64	68.8	60.1	48.2	73.6	77.1	1	1	1	1	1	1	0	0	1	1	8	10	9	10	7	8	6	2	10	11
42	15	785	13	85.5	78.7	75.5	70.5	65.3	56.1	59.4	61.4	75.8	91.7	1	1	1	1	1	0	0	1	1	1	14	12	11	9	8	5	6	7	11	16
43	15	672.5	12	86.8	68.9	72.8	76.5	54.2	57.1	64.5	59.9	62.5	90.9	1	1	1	1	0	0	1	0	1	1	15	9	11	12	5	6	8	7	7	16
44	15	620	17	81.6	62.6	65.9	69.7	56.7	66	54.4	55.6	60.6	96.5	1	1	1	1	0	1	0	0	0	1	14	8	9	10	6	9	5	5	7	19
45	15	537.5	2	82.3	73.6	54.5	82.3	54.6	64.5	56.1	54.1	59.8	97.3	1	1	0	1	0	1	0	0	0	1	15	12	5	15	5	9	6	5	7	20
2	16	336	8	58.2	44.2	57.2	79.4	90.2	57.2	80.7	73	73.6	86.4	0	0	0	1	1	0	1	1	1	1	8	2	7	16	20	7	16	13	13	18
3	16	464	8	58.1	46.3	76.9	80.7	87.3	52.4	66.7	71.8	75.6	96.7	0	0	1	1	1	0	1	1	1	1	7	3	13	15	17	5	10	12	13	21
4	16	592	0	58.3	56.4	67.3	79.9	104.8	58	71.6	76.4	79.1	94.7	0	0	1	1	1	0	1	1	1	1	6	6	9	14	22	6	11	12	13	18
5	16	720	5	68.8	58.5	63.8	73.7	99.7	49.5	79.2	76.1	78.9	80.3	1	0	1	1	1	0	1	1	1	1	9	6	8	11	19	3	12	11	12	13
6	16	908	17	59.3	59.4	67.1	70.6	86.3	54.6	69.3	77.1	69.4	76.1	0	0	1	1	1	0	1	1	1	1	6	6	8	9	13	4	8	11	8	10
7	16	1066	19	61.9	61.2	66.4	67.7	76.5	53.8	60	70	73.6	71.3	1	1	1	1	1	0	1	1	1	1	6	6	7	7	10	4	5	8	9	8
8	16	1164	5	55.7	61.9	65.8	49.3	67.9	45.7	63.6	74	64.9	60.5	0	1	1	0	1	0	1	1	1	1	4	6	7	2	7	2	6	9	6	5
9	16	1292	1	46.3	63.4	48.7	44.9	65.1	51.6	51.5	74.4	62.7	71.1	0	1	0	0	1	0	0	1	1	1	2	6	2	1	6	3	3	8	5	7
10	16	1390	5	50.2	57.8	54.6	34.8	68.7	50.3	59.1	55.3	50.2	82.7	0	0	0	0	1	0	1	0	0	1	2	4	3	0	7	3	4	4	3	10
11	16	1428	10	50	63.4	69.1	45.7	77.5	45.3	41.2	55.1	56.4	69.9	0	1	1	0	1	0	0	0	0	1	2	5	7	1	8	1	1	4	4	7
12	16	1376	19	49.1	77	54.4	51.4	69.2	51.4	43.3	73.8	61	67.9	0	1	0	0	1	0	0	1	1	1	2	9	3	3	7	3	1	8	5	7
13	16	1264	2	48.8	69.9	60.3	46	65.2	55.4	47.2	75.6	56.6	66.4	0	1	1	0	1	0	0	1	0	1	2	7	5	2	6	4	2	9	4	6
14	16	1152	15	45.9	74.9	66.6	39.8	63.4	57.1	54.3	59.9	61	58.6	0	1	1	0	1	0	0	1	1	0	2	9	7	0	6	4	4	5	5	5
15	16	1040	2	52.6	71.4	63.3	42.3	56.1	50.6	63	64.8	67.8	59.1	0	1	1	0	0	0	1	1	1	0	3	8	6	1	4	3	6	7	8	5
16	16	898	3	57.6	71.6	61.4	46.1	53.6	57.4	72.3	64.1	58.8	62	0	1	1	0	0	0	1	1	0	1	5	9	6	2	4	5	9	7	5	6
17	16	756	10	65.6	87.4	74.1	42.3	56.3	63.1	66.6	65.4	60.6	62.1	1	1	1	0	0	1	1	1	1	1	8	15	11	1	5	7	8	8	6	7
18	16	704	14	63.9	72.8	83.2	59.7	63.5	56.7	75.8	63.8	67.6	64.1	1	1	1	0	1	0	1	1	1	1	8	10	14	6	8	5	11	8	9	8
19	16	682	20	53.3	79.3	82	55.1	69.7	55.9	73.6	64.2	71.8	69.3	0	1	1	0	1	0	1	1	1	1	4	13	14	5	10	5	11	8	10	9
20	16	630	3	59.9	69.7	86.2	66.9	69.6	66.3	81.7	72.8	75.7	72.2	0	1	1	1	1	1	1	1	1	1	7	10	15	9	10	9	14	11	12	11
21	16	638	18	57.7	64.3	89.1	67.5	70.4	61.4	81.5	73.1	82	71.7	0	1	1	1	1	1	1	1	1	1	6	8	16	9	10	7	14	11	14	11
22	16	676	11	43	60.3	74.4	70	65.4	51.6	71.8	64.8	85.3	64.5	0	0	1	1	1	0	1	1	1	1	1	7	11	10	8	4	10	8	15	8
