"","Neo.Reference.ID","Name","Absolute.Magnitude","Est.Dia.in.KM.min.","Est.Dia.in.KM.max.","Est.Dia.in.M.min.","Est.Dia.in.M.max.","Est.Dia.in.Miles.min.","Est.Dia.in.Miles.max.","Est.Dia.in.Feet.min.","Est.Dia.in.Feet.max.","Close.Approach.Date","Epoch.Date.Close.Approach","Relative.Velocity.km.per.sec","Relative.Velocity.km.per.hr","Miles.per.hour","Miss.Dist..Astronomical.","Miss.Dist..lunar.","Miss.Dist..kilometers.","Miss.Dist..miles.","Orbiting.Body","Orbit.ID","Orbit.Determination.Date","Orbit.Uncertainity","Minimum.Orbit.Intersection","Jupiter.Tisserand.Invariant","Epoch.Osculation","Eccentricity","Semi.Major.Axis","Inclination","Asc.Node.Longitude","Orbital.Period","Perihelion.Distance","Perihelion.Arg","Aphelion.Dist","Perihelion.Time","Mean.Anomaly","Mean.Motion","Equinox","Hazardous"
"2772",2494690,2494690,20,0.2658,0.5943468684,265.8,594.3468684194,0.1651604118,0.369309908,872.047272,1949.9569797852,"2009-12-22",1261468800000,27.403219365,98651.589713824,61298.2613974591,0.2421362678,94.1910095215,36223072,22507972,"Earth",37,"2017-06-12 13:23:12",0,0.03227,5.077,2458000.5,0.450109241945932,1.19380834054654,32.8290997019625,77.0787881262782,476.431359814595,0.656464173354404,272.63557916464,1.73115250773867,2457996.32339506,3.15591689484208,0.755617766513302,"J2000",NA
"2773",2438908,2438908,20.5,0.2111324448,0.4721064988,211.1324447897,472.1064988055,0.1311915784,0.2933532873,692.6917701639,1548.9058855411,"2010-01-08",1262937600000,14.6305339878,52669.9223561336,32727.0414773432,0.0802742455,31.226682663,12008856,7461957.5,"Earth",68,"2017-04-06 09:20:35",0,0.00179697,3.809,2458000.5,0.541773022324128,1.85462326695693,0.35387371159759,27.8689208312918,922.533153762944,0.849838414345026,140.473132764648,2.85940811956884,2458012.75642406,355.217177136527,0.390229877952447,"J2000",NA
"2774",3102762,3102762,24.1,0.040230458,0.0899580388,40.2304579834,89.9580388169,0.0249980399,0.0558973165,131.9896957704,295.1379320721,"2010-01-08",1262937600000,12.7831262883,46019.2546378843,28594.575194301,0.365828518,142.3072967529,54727168,34005884,"Earth",21,"2017-04-06 09:15:33",0,0.012946,6.101,2458000.5,0.0129612555788343,0.992546269296141,10.7476009175678,106.371723783637,361.180727837149,0.979681623425975,101.638826067047,1.00541091516631,2458172.58048222,188.482062238139,0.996730922371691,"J2000",NA
"2775",3532401,3532401,21.8,0.1160259082,0.2594418179,116.0259082094,259.4418179074,0.0720951346,0.1612096218,380.6624406898,851.1870938635,"2010-01-08",1262937600000,11.3915944961,41009.7401858131,25481.8577282348,0.2960977498,115.1820297241,44295596,27524006,"Earth",10,"2017-04-06 08:57:13",5,0.106548,6.399,2458000.5,0.26858815744317,0.930025565534717,9.03335462616542,98.9149817304472,327.597634728714,0.680231712512705,349.958332850587,1.17981941855673,2458142.43287777,204.028678534132,1.09890903302192,"J2000",NA
"2776",3711166,3711166,21.3,0.1460679643,0.3266178974,146.0679642714,326.6178974458,0.090762397,0.2029508896,479.2256199,1071.581062656,"2010-01-08",1262937600000,15.7132756285,56567.7922627116,35149.026253461,0.27895052,108.5117492676,41730404,25930070,"Earth",9,"2017-04-06 08:35:33",6,0.139103,5.373,2458000.5,0.312539137496796,1.15724740824352,12.036918885893,338.882479579776,454.713399400013,0.795562301400689,34.0396064840754,1.51893251508635,2457871.61372732,102.040226277513,0.791707480964963,"J2000",NA
"2777",2162117,2162117,19.1,0.4023045798,0.8995803882,402.3045798343,899.5803881691,0.2499803991,0.5589731654,1319.8969577037,2951.3793207207,"2010-01-15",1263542400000,21.6186489797,77827.136327073,48358.755902786,0.4652173276,180.969543457,69595520,43244652,"Earth",68,"2017-09-27 06:52:02",0,0.111269,6.29,2456845.5,0.34482914407328,0.932480291622325,26.7952347265248,183.951698528587,328.895490756048,0.610933910796996,35.8293756585292,1.25402667244765,2456902.6564266,297.438140215327,1.09457262297045,"J2000",NA
"2778",2275558,2275558,19,0.4212646106,0.9419763057,421.2646105562,941.9763057186,0.2617616123,0.5853167591,1382.1017848971,3090.4735428537,"2010-01-15",1263542400000,4.6144136082,16611.8889895534,10321.9818002033,0.4483021255,174.3895263672,67065044,41672284,"Earth",125,"2017-04-06 09:24:33",0,0.29665,4.411,2458000.5,0.170828923846492,1.55114919683951,11.0165347954107,168.35334515792,705.632841256284,1.28616804881807,351.48891852,1.81613034486095,2458108.98944666,304.650817657257,0.510180335936559,"J2000",NA
"2779",2341050,2341050,20.3,0.2315021222,0.5176544822,231.5021222103,517.6544821978,0.1438487052,0.3216554833,759.5214226325,1698.3415313737,"2010-01-15",1263542400000,0.5662447233,2038.4810037993,1266.6328214996,0.2099473033,81.6695022583,31407670,19515822,"Earth",64,"2017-04-06 09:23:17",0,0.203225,4.907,2458000.5,0.142473373742729,1.32918074045574,7.41882845497857,208.357017594487,559.724718503868,1.13980787604916,259.065152372368,1.51855360486233,2458000.14907089,0.225708236683868,0.6431733101984,"J2000",NA
"2780",3444372,3444372,25.3,0.0231502122,0.0517654482,23.150212221,51.7654482198,0.0143848705,0.0321655483,75.9521422633,169.8341531374,"2010-01-15",1263542400000,5.3614702411,19301.292868086,11993.0727823949,0.1841672471,71.6410598755,27551028,17119416,"Earth",9,"2017-04-06 09:01:37",6,0.0260372,5.999,2458000.5,0.212593046890954,1.01250866195175,3.55344221208839,126.081447157012,372.131597897537,0.797256360503949,121.526275427732,1.22776096339956,2457939.37040601,59.136751513397,0.9673997103012,"J2000",NA
"2782",2481965,2481965,20.7,0.1925550782,0.4305662442,192.5550781879,430.566244241,0.1196481415,0.2675413778,631.7424027221,1412.6189567557,"2010-01-15",1263542400000,11.5344456383,41524.0042979095,25801.4014483316,0.4504681169,175.2321014404,67389072,41873628,"Earth",27,"2017-04-06 09:18:46",0,0.199193,5.505,2458000.5,0.454215119647999,1.10646841420542,12.5059986802701,151.348975748354,425.11551783973,0.603893731060376,187.534290586744,1.60904309735047,2458067.60344228,303.174882574281,0.846828649844114,"J2000",NA
"2783",2159686,2159686,16.2,1.5295193534,3.4201092472,1529.5193534422,3420.1092471982,0.9503989702,2.125156703,5018.1082755472,11220.8312225778,"2010-01-22",1264147200000,31.0515836566,111785.701163806,69459.2874814774,0.4053662763,157.6874847412,60641932,37681148,"Earth",105,"2017-04-06 09:26:45",0,0.282843,3.661,2458000.5,0.68894113284879,1.80345808892734,24.7075308612302,244.794507483601,884.621535963551,0.560981630096423,140.958540832714,3.04593454775824,2457837.35372164,66.3929803002499,0.406953691906087,"J2000",NA
"2784",2162483,2162483,17.5,0.8405334021,1.8794898244,840.5334020728,1879.4898243938,0.5222830806,1.1678604717,2757.6556068564,6166.3053954643,"2010-01-22",1264147200000,36.7165179057,132179.464460663,82131.1789033494,0.4361111655,169.6472320557,65241300,40539064,"Earth",69,"2017-04-06 09:26:30",0,0.175623,6.439,2458000.5,0.37363167785412,0.872652018593455,51.1802678244647,124.422610709054,297.755692647041,0.546601580703598,7.63760487660558,1.19870245648331,2457902.14843578,118.911456584598,1.2090448944892,"J2000",NA
"2785",2230549,2230549,20.6,0.2016299194,0.4508582062,201.6299194428,450.8582061718,0.1252869847,0.2801502144,661.5155049046,1479.1936371367,"2010-01-22",1264147200000,11.9097953392,42875.2632211679,26641.0211942862,0.0909510008,35.379940033,13606077,8454424,"Earth",45,"2017-04-06 09:25:09",0,0.0296599,4.536,2458000.5,0.356123313588709,1.45648244249605,13.1096514543219,119.797686891556,642.031457158775,0.937795088890581,313.339543308622,1.97516979610152,2457749.57484977,140.698797658456,0.560720188996863,"J2000",NA
"2787",3117427,3117427,24.4,0.0350392641,0.0783501764,35.0392641108,78.3501764334,0.0217723826,0.0486845275,114.9582192654,257.0543928497,"2010-01-22",1264147200000,6.3847286705,22985.0232139628,14281.9995631426,0.2701881551,105.1031951904,40419572,25115558,"Earth",16,"2017-04-06 09:15:22",5,0.000518411,6.434,2458000.5,0.363321385022962,0.920822669113582,1.55755373312208,345.963334294725,322.747160747573,0.586268101610695,58.9517449186823,1.25537723661647,2458079.80499505,271.541287765255,1.11542421989442,"J2000",NA
"2788",3552574,3552574,20.9,0.1756123185,0.3926810818,175.6123184804,392.6810818086,0.1091204019,0.2440006365,576.1559189633,1288.3238004408,"2010-01-22",1264147200000,15.4867098174,55752.1553427847,34642.221190632,0.2969369483,115.5084762573,44421136,27602014,"Earth",16,"2017-04-06 08:55:35",1,0.177145,5.698,2458000.5,0.267445411373066,1.07563532128574,10.8491981310831,59.4703246767477,407.470347178398,0.787961590297073,163.647594843914,1.3633090522744,2458136.06519025,240.228171629333,0.883499873040786,"J2000",NA
"2789",3708362,3708362,20.7,0.1925550782,0.4305662442,192.5550781879,430.566244241,0.1196481415,0.2675413778,631.7424027221,1412.6189567557,"2010-01-22",1264147200000,32.7351689828,117846.608338179,73225.2994976869,0.450477445,175.2357330322,67390472,41874496,"Earth",49,"2017-09-15 06:22:22",0,0.0247463,5.893,2458000.5,0.568476130270054,1.00609615365897,4.17172081582971,120.220107019355,368.601976710098,0.434154505547332,143.164750866295,1.5780378017706,2457848.46000144,148.491877250131,0.976663237710026,"J2000",NA
"2790",3150191,3150191,26.1,0.0160160338,0.0358129403,16.0160337979,35.8129403019,0.0099518989,0.0222531225,52.5460443254,117.4965270602,"2010-02-08",1.265616e+12,15.6690035423,56408.412752262,35049.9940237597,0.2584174588,100.5243911743,38658700,24021404,"Earth",13,"2017-04-06 09:14:20",5,0.000178388,4.581,2458000.5,0.360839542076383,1.44611323264555,2.19444062722522,342.176152445924,635.187403705113,0.924298395987131,221.067747925323,1.96792806930396,2457817.47595569,103.731049398063,0.56676186885962,"J2000",NA
"2791",3511514,3511514,18.4,0.5553349116,1.2417666126,555.334911581,1241.766612574,0.3450690093,0.7715977618,1821.9649913114,4074.0375731972,"2010-02-08",1.265616e+12,16.0545709497,57796.4554188001,35912.4697573094,0.1758004444,68.3863754272,26299372,16341672,"Earth",25,"2017-04-06 08:58:13",1,0.106241,3.077,2458000.5,0.719512923081542,2.42696327173394,10.2979889987127,300.613157460467,1380.99858279458,0.680731833877111,143.762567798729,4.17319470959077,2457964.65019571,9.34536045616492,0.260680933699082,"J2000",NA
"2792",3709715,3709715,25.4,0.022108281,0.0494356193,22.1082810359,49.435619262,0.0137374447,0.0307178602,72.5337327539,162.1903570994,"2010-02-08",1.265616e+12,14.7350171052,53046.0615785418,32960.7597625112,0.0046505892,1.8090791702,695718.25,432299.25,"Earth",4,"2017-04-06 08:35:49",7,9.30055e-05,7.726,2458000.5,0.564931893263947,0.732105667385797,2.98216003570497,320.109648139335,228.801612108718,0.318515826640273,330.880404459255,1.14569550813132,2458043.75567366,291.940853153594,1.57341548725165,"J2000",NA
"2793",3740498,3740498,18.7,0.4836764882,1.0815335068,483.6764882185,1081.533506775,0.3005425432,0.6720335566,1586.8651696069,3548.3383903678,"2010-02-08",1.265616e+12,25.2206675964,90794.4033471599,56416.1113464617,0.1029781662,40.0585098267,15405315,9572419,"Earth",25,"2017-05-26 06:18:09",4,0.025236,2.438,2458000.5,0.817328741965297,3.25984638840711,22.6598825075118,332.725239629186,2149.78055455258,0.595480240770208,80.8886247498986,5.92421253604401,2457344.65895014,109.826455285819,0.167458952606874,"J2000",NA
"2794",3766124,3766124,20.1,0.2538370294,0.5675968529,253.8370293645,567.5968528656,0.1577269688,0.3526882241,832.7986794202,1862.1944587557,"2010-02-08",1.265616e+12,11.9053722118,42859.3399623536,26631.1271004969,0.4995502886,194.3250579834,74731656,46436100,"Earth",14,"2017-04-06 08:21:21",4,0.0793644,4.992,2458000.5,0.267582578888213,1.26560383615465,22.1011688171737,285.464230465812,520.049999960967,0.926950297825574,342.694028778483,1.60425737448373,2457985.34481468,10.491042619765,0.69224113071247,"J2000",NA
"2795",3387534,3387534,24.7,0.0305179233,0.0682401509,30.5179232594,68.2401509401,0.0189629525,0.0424024508,100.1244233463,223.8850168104,"2010-02-15",1266220800000,10.940951357,39387.424885025,24473.8140903646,0.224208476,87.2170944214,33541110,20841480,"Earth",14,"2017-04-06 09:05:53",4,0.0144547,6.222,2458000.5,0.120992470306561,0.968219871145897,8.23243344890085,11.8516570653248,347.984110835752,0.851072557136056,238.056614769445,1.08536718515574,2458101.63115095,255.376791040589,1.03452999372698,"J2000",NA
"2796",3392366,3392366,26.5,0.0133215567,0.0297879063,13.3215566698,29.7879062798,0.008277629,0.0185093411,43.7058959846,97.7293544391,"2010-02-15",1266220800000,9.1777152138,33039.7747696562,20529.6311617344,0.2010894594,78.2238006592,30082554,18692432,"Earth",7,"2017-04-06 09:05:23",6,0.0116954,6.193,2458000.5,0.0905017394312802,0.976168215313572,1.22374979286851,220.269189163248,352.277917892935,0.887823293850165,34.8005337379373,1.06451313677698,2458145.55209129,211.768305045446,1.02192042621704,"J2000",NA
"2797",3402203,3402203,22.2,0.096506147,0.2157943048,96.5061469579,215.7943048444,0.059966121,0.134088323,316.6212271853,707.9865871058,"2010-02-15",1266220800000,7.8199692841,28151.8894228923,17492.4892916855,0.1423538605,55.3756523132,21295834,13232618,"Earth",35,"2017-04-06 09:04:27",0,0.0826574,4.33,2458000.5,0.321681090439792,1.57471256910957,10.1758915214864,148.49611906477,721.772560978108,1.06815731274916,9.07794637319962,2.08126782546998,2458135.05579204,292.887328010601,0.498772077885791,"J2000",NA
"2798",3467750,3467750,24.3,0.0366906138,0.0820427065,36.6906137531,82.0427064882,0.0227984834,0.0509789586,120.3760332259,269.1689931548,"2010-02-15",1266220800000,9.5354013927,34327.4450136074,21329.7393752607,0.3099548349,120.5724258423,46368580,28812100,"Earth",12,"2017-04-06 08:59:52",7,0.031401,5.169,2458000.5,0.188629813022224,1.21940301354565,18.4638559984822,5.01157518727042,491.834877722288,0.989387251101795,43.6346937631126,1.4494187759895,2458093.10537734,292.21721892674,0.731952971019822,"J2000",NA
"2799",3508162,3508162,20.2,0.2424124811,0.5420507863,242.4124811008,542.0507863358,0.1506280858,0.3368146392,795.3165644948,1778.3819018419,"2010-02-15",1266220800000,22.6400394526,81504.1420294709,50643.5042515898,0.4625461517,179.9304504395,69195920,42996352,"Earth",25,"2017-04-06 08:58:15",0,0.259792,2.862,2458000.5,0.656551870548546,2.86205795489614,21.1495187881256,178.038204057917,1768.54478689663,0.98296845099073,263.18944012116,4.74114745880154,2458745.43225624,208.363686217281,0.203557185923299,"J2000",NA
"2800",3691712,3691712,25,0.02658,0.0594346868,26.58,59.4346868419,0.0165160412,0.0369309908,87.2047272,194.9956979785,"2010-02-15",1266220800000,4.2179620853,15184.6635071361,9435.1593886424,0.2473264304,96.2099838257,36999508,22990428,"Earth",16,"2017-04-06 08:38:19",4,0.0448509,5.397,2458000.5,0.108415163783095,1.16782954891855,2.29423481930875,7.6341397453128,460.964644251497,1.0412191171018,19.2789990459031,1.29443998073529,2457870.11375,101.827874625062,0.78097095837916,"J2000",NA
"2801",3736412,3736412,27.5,0.008405334,0.0187948982,8.4053340207,18.7948982439,0.0052228308,0.0116786047,27.5765560686,61.6630539546,"2010-02-15",1266220800000,4.9395519706,17782.3870940024,11049.2838029372,0.1975824862,76.859588623,29557920,18366440,"Earth",7,"2017-04-06 08:29:59",1,0.0156394,6.053,2458000.5,0.184214654871776,1.00085852965373,7.64072704015467,256.623994384413,365.72737508745,0.816485721038098,283.574114237551,1.18523133826937,2458180.91356578,182.411752291153,0.984339769244563,"J2000",NA
"2802",3744560,3744560,28.5,0.0053034072,0.0118587791,5.3034072332,11.8587790858,0.0032953835,0.0073687014,17.3996305869,38.9067567758,"2010-02-15",1266220800000,8.1174347607,29222.765138371,18157.8898161172,0.0344691956,13.4085168839,5156518,3204111.75,"Earth",3,"2017-04-06 08:28:08",5,0.00100317,6.618,2458000.5,0.324932117492306,0.891655187855727,2.88229569148775,146.524761363205,307.534496374709,0.601927779592765,232.776658138264,1.18138259611869,2457970.16087665,35.5149894915576,1.17060038546494,"J2000",NA
"2803",3766248,3766248,20.8,0.1838886721,0.411187571,183.8886720703,411.1875710413,0.1142630881,0.2555000322,603.309310875,1349.040630575,"2010-02-15",1266220800000,13.0931977228,47135.5118020012,29288.1739860823,0.3109793038,120.9709472656,46521844,28907332,"Earth",19,"2017-05-23 06:18:12",4,0.0634318,3.99,2458000.5,0.405911114562998,1.74730333920779,17.1544082622474,119.705888742676,843.627808954897,1.03805349331031,14.6729708204745,2.45655318510528,2457779.6299428,94.2515404885484,0.426728465063255,"J2000",NA
"2804",3772993,3772993,27.197,0.0096639567,0.0216092642,9.6639567269,21.609264173,0.0060049025,0.0134273701,31.705895788,70.8965382695,"2010-02-15",1266220800000,8.754983769,31517.9415683528,19584.0231928468,0.3146362273,122.3934936523,47068912,29247266,"Earth",3,"2017-04-06 08:19:01",6,0.00223976,6.091,2458000.5,0.345840444046713,0.986420173735552,2.50009860141388,6.2192944696261,357.842027071303,0.645276182834213,294.907453347647,1.32756416463689,2457913.91808446,87.1040493698221,1.00603051840042,"J2000",NA
"2805",3763276,3763276,21.7,0.1214940408,0.2716689341,121.4940407996,271.6689340891,0.0754928736,0.1688071972,398.6025088171,891.3023057169,"2010-02-15",1266220800000,15.2051906876,54738.6864752866,34012.4910490468,0.3219599238,125.2424087524,48164516,29928044,"Earth",19,"2017-07-21 15:56:19",3,0.0353902,3.213,2458000.5,0.687314020314423,2.28581799201514,13.400704181385,245.731124134221,1262.29510200094,0.714743238216174,241.418039429463,3.85689274581412,2457755.05641136,69.9992353377713,0.285194800668514,"J2000",NA
"2806",3508119,3508119,25.7,0.0192555078,0.0430566244,19.2555078188,43.0566244241,0.0119648141,0.0267541378,63.1742402722,141.2618956756,"2010-02-22",1266825600000,6.1684773397,22206.5184230675,13798.2669612666,0.0609383368,23.7050132751,9116245,5664572.5,"Earth",8,"2017-04-06 08:58:24",8,0.0585148,4.733,2455243.5,0.258348085432487,1.3877807595205,9.77076838358668,323.834045428998,597.144889603248,1.02925025729834,208.105577851111,1.74631126174267,2455268.26460229,345.070194892513,0.602868761447811,"J2000",NA
"2807",3508160,3508160,26.8,0.0116025908,0.0259441818,11.6025908209,25.9441817907,0.0072095135,0.0161209622,38.066244069,85.1187093863,"2010-02-22",1266825600000,5.8036289872,20893.064353889,12982.1376814484,0.0098715373,3.8400278091,1476760.875,917616.6875,"Earth",8,"2017-04-06 08:58:15",7,0.00582113,4.378,2458000.5,0.358231476579173,1.54689181664262,4.70987185872043,336.888403305626,702.72975011137,0.992746477058496,187.644975931904,2.10103715622675,2458070.40962988,324.186137343167,0.512287974065345,"J2000",NA
"2808",2234341,2234341,18.9,0.4411182,0.9863702813,441.1181999969,986.3702813054,0.2740980571,0.6129018881,1447.2382352778,3236.1230737181,"2010-02-22",1266825600000,14.9458378835,53805.0163806727,33432.3447616463,0.4643872604,180.6466522217,69471344,43167492,"Earth",66,"2017-04-06 09:25:05",0,0.157706,6.146,2458000.5,0.604291148472539,0.94419333272677,20.6689462732673,22.108329364251,335.111877499897,0.373625659313196,339.97542206661,1.51476100614034,2458165.28501497,182.976715025585,1.07426810021113,"J2000",NA
"2809",2436030,2436030,19.4,0.3503926411,0.7835017643,350.3926411083,783.5017643338,0.2177238258,0.4868452748,1149.5821926537,2570.543928497,"2010-02-22",1266825600000,11.9775298978,43119.1076320343,26792.5366283604,0.4583053108,178.2807617188,68561496,42602140,"Earth",42,"2017-04-06 09:20:45",1,0.054975,6.54,2458000.5,0.478223887032682,0.888413971778547,19.6348485016964,203.466240637287,305.859163731988,0.463553188900466,239.687279795223,1.31327475465663,2457970.06559058,35.8216744513512,1.17701230725738,"J2000",NA
"2810",3092145,3092145,20.2,0.2424124811,0.5420507863,242.4124811008,542.0507863358,0.1506280858,0.3368146392,795.3165644948,1778.3819018419,"2010-02-22",1266825600000,23.2942615396,83859.3415424718,52106.9336378764,0.3629725536,141.1963195801,54299924,33740408,"Earth",30,"2017-04-06 09:18:06",0,0.14527,4.123,2457800.5,0.761868695237793,1.44926274798816,38.852493944542,170.127946000915,637.263611793634,0.345114829121682,224.506968082937,2.55341066685464,2457735.52281917,36.7066072258672,0.56491535580817,"J2000",NA
"2811",3404520,3404520,19.8,0.2914439045,0.6516883822,291.4439045349,651.6883821679,0.1810947904,0.4049402617,956.1808197541,2138.0853117517,"2010-02-22",1266825600000,14.7078246648,52948.1687931846,32899.9329926318,0.4913332373,191.1286315918,73502408,45672280,"Earth",20,"2017-04-06 09:04:13",1,0.455968,4.102,2458000.5,0.259015253832702,1.65532290163985,28.330159403,1.26398020569034,777.897744576903,1.22656902009652,92.4243673386296,2.08407678318318,2458297.31032504,222.640407742065,0.462785761380248,"J2000",NA
"2814",3714452,3714452,20.6,0.2016299194,0.4508582062,201.6299194428,450.8582061718,0.1252869847,0.2801502144,661.5155049046,1479.1936371367,"2010-02-22",1266825600000,34.5699768835,124451.916780456,77329.5812906119,0.4815373178,187.3180084229,72036960,44761688,"Earth",17,"2017-04-06 08:34:48",3,0.0281473,6.681,2458000.5,0.620525212922306,0.860740015875095,4.55994101063023,293.919768741552,291.679843037207,0.326629134253452,63.0743014706839,1.39485089749674,2458122.99655771,208.811078896476,1.23422995655575,"J2000",NA
"2815",2488461,2488461,20.2,0.2424124811,0.5420507863,242.4124811008,542.0507863358,0.1506280858,0.3368146392,795.3165644948,1778.3819018419,"2010-02-22",1266825600000,23.2942615464,83859.341567018,52106.9336531285,0.3629725535,141.1963195801,54299924,33740408,"Earth",31,"2017-05-15 19:01:13",0,0.145704,4.123,2458000.5,0.761895152877046,1.44937544289708,38.8400153285007,170.117168564495,637.337943823019,0.345103318254772,224.521430768869,2.55364756753938,2457735.5471835,149.658458069162,0.56484947034625,"J2000",NA
"2816",3511892,3511892,20.2,0.2424124811,0.5420507863,242.4124811008,542.0507863358,0.1506280858,0.3368146392,795.3165644948,1778.3819018419,"2010-03-08",1268035200000,31.1481699735,112133.411904599,69675.3414137217,0.1807790072,70.3230361938,27044156,16804458,"Earth",19,"2017-04-06 08:58:10",6,0.0167221,2.848,2458000.5,0.887698899327646,2.18745451934423,38.1687532695595,174.11366153844,1181.69929122897,0.245653550193071,234.781463938892,4.12925548849538,2457583.9792298,126.891399855381,0.304646031923739,"J2000",NA
"2817",3545510,3545510,26,0.0167708462,0.0375007522,16.7708462163,37.5007521798,0.0104209175,0.0233018799,55.0224631002,123.0339677816,"2010-03-08",1268035200000,7.6156580514,27416.3689850156,17035.4654951615,0.406867964,158.2716369629,60866580,37820740,"Earth",6,"2017-04-06 08:56:53",8,0.0228772,4.916,2455443.5,0.307454985119105,1.30904764316479,9.69589238993676,335.206359417619,547.055774380426,0.906574419515361,294.418777011057,1.71152086681422,2455381.13451952,41.0407384863077,0.658068184012356,"J2000",NA
"2819",3508108,3508108,18.3,0.5815070396,1.30028927,581.5070396458,1300.2892700427,0.3613316107,0.807962044,1907.8315559515,4266.0410487267,"2010-03-08",1268035200000,14.2999036308,51479.6530707187,31987.4544316363,0.3068716575,119.3730697632,45907348,28525502,"Earth",61,"2017-04-06 08:58:28",1,0.216928,3.068,2458000.5,0.56157236590112,2.68252333199062,18.2597616083971,160.166131613006,1604.77329609303,1.17609235785969,30.292276314772,4.18895430612155,2458481.23084226,252.157288737757,0.224330751811769,"J2000",NA
"2820",3589591,3589591,23.9,0.04411182,0.0986370281,44.1118199997,98.6370281305,0.0274098057,0.0612901888,144.7238235278,323.6123073718,"2010-03-08",1268035200000,13.3240564656,47966.6032761438,29804.5819078906,0.4013868675,156.1394805908,60046620,37311240,"Earth",20,"2017-04-06 08:51:49",4,0.0180031,6.141,2458000.5,0.350799305645494,0.971709220005474,13.750943674817,67.5257652266065,349.866944475822,0.630834300338229,117.780237856767,1.31258413967272,2458071.73116668,286.705793704211,1.02896259759367,"J2000",NA
"2823",3743614,3743614,21,0.1677084622,0.3750075218,167.7084621628,375.0075217981,0.1042091748,0.2330187988,550.2246310023,1230.3396778159,"2010-03-08",1268035200000,5.0442770429,18159.3973543439,11283.5433172033,0.4150770788,161.4649810791,62094648,38583828,"Earth",15,"2017-04-06 08:28:23",5,0.225863,4.936,2458000.5,0.0922168311835332,1.31761168197323,9.97999966606037,276.647255031406,552.432959607931,1.19610570793125,142.403725710802,1.43911765601521,2457869.82192578,85.1580375513946,0.651662783218975,"J2000",NA
"2824",3777808,3777808,20.984,0.1689487475,0.3777808842,168.9487475475,377.7808842296,0.1049798522,0.2347420858,554.2938089037,1239.4386362159,"2010-03-08",1268035200000,5.0437543282,18157.515581574,11282.3740567841,0.4149923555,161.4320220947,62081976,38575952,"Earth",2,"2017-07-22 06:20:08",4,0.225872,4.936,2458000.5,0.092201532907945,1.31760381030666,9.97961108200562,276.645884118125,552.428009103595,1.19611871923104,142.407405274814,1.43908890138229,2457869.81885312,85.1608030387275,0.651668623001501,"J2000",NA
"2825",3092147,3092147,23.1,0.063760979,0.1425738833,63.7609789875,142.5738833281,0.0396192233,0.0885912765,209.1895703015,467.7620993781,"2010-03-15",1268636400000,8.5149008022,30653.6428877826,19046.9816043558,0.0787480174,30.6329784393,11780536,7320085.5,"Earth",26,"2017-04-06 09:18:05",0,0.0227541,3.691,2458000.5,0.494928108260718,1.98865355264519,0.885169507652164,85.231766854881,1024.32346711894,1.00441301184855,59.3356822256953,2.97289409344183,2458320.51346,247.530795401288,0.351451481447119,"J2000",NA
"2826",3465683,3465683,21.1,0.160160338,0.358129403,160.1603379786,358.1294030194,0.0995189894,0.2225312253,525.4604432536,1174.9652706022,"2010-03-15",1268636400000,19.2109731022,69159.5031678739,42973.0257322825,0.3756166984,146.1148986816,56191460,34915752,"Earth",14,"2017-04-06 09:00:18",4,0.179884,6.237,2458000.5,0.294112487765587,0.944607181667801,26.5620020718469,325.673416697831,335.332225737692,0.666786413506244,195.987196448653,1.22242794982936,2457950.08543795,54.1231678457459,1.0735621940541,"J2000",NA
"2827",3512346,3512346,22,0.1058168859,0.2366137501,105.8168859331,236.6137501138,0.0657515442,0.1470249225,347.1682720448,776.2918559233,"2010-03-15",1268636400000,13.3132023883,47927.5285978577,29780.3024223744,0.4135543721,160.8726501465,61866852,38442280,"Earth",11,"2017-04-06 08:58:05",7,0.1105,4.898,2458000.5,0.1863157960772,1.29669635610887,25.4968600793386,2.97672150189842,539.331594662224,1.05510134225004,49.6152311090225,1.53829136996769,2457809.42178889,127.54334565474,0.667492881119755,"J2000",NA
"2828",3597511,3597511,20.5,0.2111324448,0.4721064988,211.1324447897,472.1064988055,0.1311915784,0.2933532873,692.6917701639,1548.9058855411,"2010-03-15",1268636400000,13.4217832654,48318.4197555685,30023.1869864531,0.2366903424,92.0725402832,35408372,22001742,"Earth",28,"2017-04-06 08:51:01",1,0.112896,4.227,2458000.5,0.364386944592335,1.6215422480314,11.8051517416656,343.587442261793,754.207469796175,1.03067342274385,234.746875943796,2.21241107331894,2458316.96338146,208.9449894231,0.477322241448086,"J2000",NA
"2829",3768619,3768619,19.8,0.2914439045,0.6516883822,291.4439045349,651.6883821679,0.1810947904,0.4049402617,956.1808197541,2138.0853117517,"2010-03-15",1268636400000,24.8701154131,89532.4154871949,55631.9611675851,0.4017469158,156.2795562744,60100484,37344712,"Earth",18,"2017-09-19 06:49:01",3,0.0957247,3.284,2458000.5,0.625650674546463,2.30571701403278,8.63405260630017,60.4708810474811,1278.81415059111,0.863143608889916,186.705587931039,3.74829041917564,2457870.70974224,36.5373598448336,0.281510804234998,"J2000",NA
